100.60s, 4, blue, Entry
101.70s, 4, red, Entry
101.73s, 3, red, Exit
102.23s, 4, red, Entry
102.30s, 3, red, Exit
102.47s, 4, red, Entry
102.60s, 3, red, Exit
102.63s, 4, red, Entry
102.73s, 3, red, Exit
102.87s, 4, red, Entry
103.00s, 3, red, Exit
103.03s, 4, red, Entry
103.07s, 3, red, Exit
103.13s, 4, red, Entry
103.17s, 3, red, Exit
103.27s, 4, red, Entry
103.33s, 3, red, Exit
103.40s, 4, red, Entry
103.43s, 3, red, Exit
103.50s, 4, red, Entry
103.53s, 3, red, Exit
103.67s, 4, red, Entry
103.77s, 3, red, Exit
103.80s, 4, red, Entry
103.83s, 3, red, Exit
104.00s, 4, red, Entry
104.03s, 3, red, Exit
104.10s, 4, red, Entry
104.40s, 3, red, Exit
104.43s, 4, red, Entry
105.47s, 3, red, Exit
105.50s, 4, red, Entry
105.87s, 3, red, Exit
105.90s, 4, red, Entry
105.93s, 3, red, Exit
105.97s, 4, red, Entry
